Network          Next Hop            Metric LocPrf Weight Path

Route Distinguisher: 7303:646

*>i  10.122.38.64/28  181.88.172.164           0    100      0 ?

*>i  10.122.38.80/28  190.225.250.50           0    100      0 ?

*>i  10.122.38.96/28  181.88.172.183           0    100      0 ?

*>i  10.122.38.112/28 181.88.172.183           0    100      0 ?

*>i  10.122.38.128/28 181.88.172.183           0    100      0 ?

*>i  10.122.38.144/28 181.88.172.183           0    100      0 ?

*>i  10.122.38.160/28 181.88.172.183           0    100      0 ?

*>i  10.122.38.176/28 181.88.172.199           0    100      0 ?

*>i  10.122.38.192/28 181.88.172.157           0    100      0 ?

*>i  10.122.38.208/28 181.88.172.157           0    100      0 ?

*>i  10.122.38.224/28 181.88.172.183           0    100      0 ?

*>i  10.122.38.240/28 181.89.4.60              0    100      0 ?

*>i  10.122.39.4/30   181.88.172.181           0    100      0 ?

*>i  10.122.39.92/30  181.88.172.157           0    100      0 ?

*    10.122.39.132/30 10.100.0.24                            0 10481 i

*>                    10.100.0.24                            0 10481 i

*>i  10.122.39.180/30 181.88.172.64            0    100      0 ?

*>i  10.122.40.0/27   181.88.172.87            0    100      0 ?

*>i  10.122.40.32/27  181.88.172.158           0    100      0 ?

*>i  10.122.40.64/27  181.88.172.181           0    100      0 ?

*>i  10.122.40.96/27  181.88.172.158           0    100      0 ?

*>i  10.122.40.128/27 190.225.250.50           0    100      0 ?

*>i  10.122.40.192/27 181.88.172.157           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.40.224/27 181.88.172.181           0    100      0 ?

*>i  10.122.41.0/28   186.153.154.182          0    100      0 ?

*>i  10.122.41.16/28  181.88.172.132           0    100      0 ?

*>i  10.122.41.32/28  181.88.172.220           0    100      0 ?

*>i  10.122.41.48/28  181.88.172.221           0    100      0 ?

*>i  10.122.41.80/28  181.88.172.158           0    100      0 ?

*>i  10.122.41.96/28  181.88.172.221           0    100      0 ?

*    10.122.41.112/28 10.100.0.64                            0 10481 i

*>                    10.100.0.64                            0 10481 i

*    10.122.41.128/28 10.100.0.64                            0 10481 i

*>                    10.100.0.64                            0 10481 i

*>i  10.122.41.144/28 190.225.250.51           0    100      0 ?

*    10.122.41.176/28 10.100.0.64                            0 10481 i

*>                    10.100.0.64                            0 10481 i

*    10.122.41.192/28 10.100.0.113                           0 10481 i

*>                    10.100.0.113                           0 10481 i

*>i  10.122.41.208/28 181.88.172.157           0    100      0 ?

*    10.122.41.224/27 10.100.0.126                           0 10481 ?

*>                    10.100.0.126                           0 10481 ?

*    10.122.43.16/28  10.100.0.85                            0 10481 ?

*>                    10.100.0.85                            0 10481 ?

*    10.122.43.64/28  10.100.0.127                           0 10481 i

*>                    10.100.0.127                           0 10481 i

*>i  10.122.43.96/28  181.88.172.51                 100      0 22927 ?

*>i  10.122.44.224/27 186.153.154.200          0    100      0 ?

*>i  10.122.45.8/29   181.88.172.158           0    100      0 ?

*>i  10.122.45.16/29  181.88.172.183           0    100      0 ?

*>i  10.122.45.32/29  181.88.172.181           0    100      0 ?

*>i  10.122.45.40/29  181.88.172.58            0    100      0 ?

*>i  10.122.45.48/29  190.225.250.51           0    100      0 ?

*>i  10.122.45.56/29  181.88.172.150           0    100      0 ?

*>i  10.122.45.64/29  181.88.172.181           0    100      0 ?

*>i  10.122.45.72/29  181.88.172.183           0    100      0 ?

*>i  10.122.45.80/29  181.89.4.60              0    100      0 ?

*>i  10.122.45.88/29  181.88.172.199           0    100      0 ?

*    10.122.45.136/29 10.100.0.130                           0 10481 ?

*>                    10.100.0.130                           0 10481 ?

*>i  10.122.45.144/29 181.88.172.177           0    100      0 ?

*>i  10.122.45.168/29 181.88.172.150           0    100      0 65011 ?

*    10.122.45.184/29 10.100.0.64                            0 10481 i

*>                    10.100.0.64                            0 10481 i

*    10.122.45.200/29 10.100.0.80                            0 10481 i

*>                    10.100.0.80                            0 10481 i

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.45.208/29 190.225.250.50           0    100      0 ?

*>i  10.122.45.216/29 181.89.6.30              0    100      0 ?

*>i  10.122.45.224/29 181.88.172.158           0    100      0 ?

*>i  10.122.45.240/29 181.88.172.134           0    100      0 ?

*>i  10.122.45.248/29 181.88.172.179           0    100      0 65011 ?

*>i  10.122.46.0/28   181.88.172.199           0    100      0 ?

*>i  10.122.46.16/29  181.88.172.199           0    100      0 ?

*    10.122.46.24/29  10.100.0.127                           0 10481 i

*>                    10.100.0.127                           0 10481 i

*>i  10.122.46.32/29  181.88.172.132           0    100      0 ?

*>i  10.122.46.40/29  181.89.4.60              0    100      0 ?

*>i  10.122.46.48/29  190.225.250.50           0    100      0 ?

*>i  10.122.46.56/29  181.88.172.183           0    100      0 ?

*>i  10.122.46.64/29  181.88.172.132           0    100      0 ?

*>i  10.122.46.72/29  181.89.6.6               0    100      0 ?

*>i  10.122.46.80/29  181.88.172.64            0    100      0 ?

*>i  10.122.46.88/29  190.225.250.50           0    100      0 ?

*>i  10.122.46.112/29 181.88.172.157           0    100      0 ?

*>i  10.122.46.120/29 181.88.172.58            0    100      0 ?

*>i  10.122.46.128/30 181.88.172.58            0    100      0 i

*>i  10.122.46.132/30 181.89.6.6               0    100      0 i

*>i  10.122.46.136/29 181.89.6.6               0    100      0 ?

*>i  10.122.47.0/29   181.88.172.157           0    100      0 ?

*>i  10.122.47.8/29   181.88.172.183           0    100      0 ?

*>i  10.122.47.16/29  181.88.172.181           0    100      0 ?

*>i  10.122.47.32/29  181.88.172.158           0    100      0 65011 ?

*>i  10.122.47.40/29  181.88.172.134           0    100      0 ?

*>i  10.122.47.48/29  181.88.172.183           0    100      0 ?

* i                   186.153.154.233          0    100      0 ?

*>i  10.122.47.56/29  181.88.172.215           0    100      0 ?

*>i  10.122.47.64/29  181.88.172.181           0    100      0 ?

*>i  10.122.47.72/29  181.89.6.30              0    100      0 ?

*    10.122.47.104/29 10.100.0.133                           0 10481 ?

*>                    10.100.0.133                           0 10481 ?

*>i  10.122.47.112/29 181.89.6.31              0    100      0 ?

*>i  10.122.47.136/29 190.225.250.51           0    100      0 ?

*>i  10.122.47.144/29 181.88.172.58            0    100      0 ?

*>i  10.122.47.152/29 181.88.172.183           0    100      0 ?

*>i  10.122.47.160/29 181.88.172.206           0    100      0 ?

*>i  10.122.47.168/29 181.88.172.158           0    100      0 ?

*>i  10.122.47.208/29 181.88.172.181           0    100      0 ?

*>i  10.122.47.224/27 181.88.172.158           0    100      0 ?

*>i  10.122.48.0/27   181.88.172.215           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.48.32/27  181.88.172.181           0    100      0 ?

*>i  10.122.48.64/27  181.88.172.183           0    100      0 ?

*>i  10.122.48.96/27  181.88.172.181           0    100      0 ?

*>i  10.122.48.128/27 181.88.172.179           0    100      0 65011 ?

*>i  10.122.48.160/27 181.88.172.177           0    100      0 ?

*>i  10.122.48.192/27 181.88.172.181           0    100      0 ?

*>i  10.122.49.0/29   181.88.172.158           0    100      0 ?

*>i  10.122.49.8/29   181.88.172.158           0    100      0 ?

*>i  10.122.49.16/29  181.88.172.158           0    100      0 ?

*>i  10.122.49.24/29  181.88.172.181           0    100      0 ?

*>i  10.122.49.32/29  181.88.172.221           0    100      0 ?

*>i  10.122.49.40/29  181.88.172.221           0    100      0 ?

*>i  10.122.49.48/29  181.88.172.158           0    100      0 ?

*>i  10.122.49.56/29  181.88.172.183           0    100      0 ?

*>i  10.122.49.64/29  181.88.172.181           0    100      0 ?

*>i  10.122.49.80/29  181.88.172.183           0    100      0 ?

*>i  10.122.49.88/29  181.88.172.179           0    100      0 65011 ?

*    10.122.49.96/29  10.100.0.4                             0 10481 i

*>                    10.100.0.4                             0 10481 i

*>i  10.122.49.104/29 181.88.172.132           0    100      0 ?

*>i  10.122.49.112/29 186.153.154.182          0    100      0 ?

*>i  10.122.49.120/29 181.88.172.134           0    100      0 ?

*>i  10.122.49.128/29 181.88.172.158           0    100      0 ?

*>i  10.122.49.136/29 181.88.172.158           0    100      0 ?

*>i  10.122.49.144/29 181.88.172.132           0    100      0 ?

*>i  10.122.49.152/29 181.89.6.38              0    100      0 ?

*>i  10.122.49.160/27 181.89.6.31              0    100      0 ?

*>i  10.122.49.176/29 186.153.154.182          0    100      0 ?

*>i  10.122.49.184/29 186.153.154.182          0    100      0 ?

*>i  10.122.49.192/29 181.88.172.177           0    100      0 ?

*>i  10.122.49.200/29 181.88.172.181           0    100      0 ?

*>i  10.122.49.224/29 181.88.172.183           0    100      0 ?

*>i  10.122.49.232/29 186.153.154.182          0    100      0 ?

*>i  10.122.49.244/31 181.88.172.197           0    100      0 ?

*>i  10.122.49.252/31 181.88.172.197           0    100      0 ?

*>i  10.122.50.0/27   181.88.172.183           0    100      0 ?

*>i  10.122.50.32/27  181.88.69.151            0    100      0 ?

*>i  10.122.50.64/27  181.88.172.157           0    100      0 ?

*>i  10.122.50.96/27  181.88.172.183           0    100      0 ?

*>i  10.122.50.128/27 181.88.172.183           0    100      0 ?

*>i  10.122.50.160/27 181.89.6.34              0    100      0 ?

*>i  10.122.51.224/27 181.88.172.220           0    100      0 ?

*>i  10.122.52.0/29   190.225.250.51           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.52.8/29   181.88.172.158           0    100      0 ?

*>i  10.122.52.16/29  181.88.172.158           0    100      0 ?

*>i  10.122.52.24/29  181.88.172.181           0    100      0 ?

*>i  10.122.52.32/29  181.89.6.30              0    100      0 ?

*>i  10.122.52.48/29  181.88.172.158           0    100      0 ?

*    10.122.52.48/28  10.100.0.151                           0 10481 i

*>                    10.100.0.151                           0 10481 i

*>i  10.122.52.64/29  181.88.172.158           0    100      0 ?

*>i  10.122.53.0/30   181.88.172.158           0    100      0 ?

*>i  10.122.53.3/32   181.88.172.158           0    100      0 ?

*>i  10.122.53.4/32   181.88.172.158           0    100      0 ?

*>i  10.122.53.8/29   181.88.172.181           0    100      0 ?

*>i  10.122.53.16/29  181.88.172.158           0    100      0 ?

*>i  10.122.53.32/29  181.88.172.183           0    100      0 ?

*>i  10.122.53.56/29  181.88.172.206           0    100      0 ?

*>i  10.122.53.64/29  181.88.172.220           0    100      0 ?

*>i  10.122.53.72/29  181.88.172.183           0    100      0 ?

*>i  10.122.53.88/29  181.88.172.181           0    100      0 ?

*>i  10.122.53.96/29  181.88.172.179           0    100      0 65011 ?

*>i  10.122.53.104/29 181.88.172.158           0    100      0 ?

*>i  10.122.53.112/29 181.88.172.183           0    100      0 ?

*>i  10.122.53.120/29 181.88.172.183           0    100      0 ?

*>i  10.122.53.128/29 181.88.172.181           0    100      0 ?

*>i  10.122.53.136/29 181.88.172.183           0    100      0 ?

*>i  10.122.53.144/29 186.153.154.182          0    100      0 ?

*>i  10.122.53.152/29 181.88.172.181           0    100      0 ?

*>i  10.122.53.160/29 181.88.172.181           0    100      0 ?

*>i  10.122.53.176/29 181.88.172.132           0    100      0 ?

*>i  10.122.53.240/29 181.89.6.34              0    100      0 ?

*>i  10.122.54.8/29   190.225.250.51           0    100      0 ?

*>i  10.122.54.16/29  190.225.250.51           0    100      0 ?

*>i  10.122.54.24/29  190.225.250.51           0    100      0 ?

*>i  10.122.54.48/29  181.88.172.158           0    100      0 ?

*>i  10.122.54.72/29  181.88.172.220           0    100      0 ?

*>i  10.122.54.96/29  190.225.250.51           0    100      0 ?

*>i  10.122.54.104/29 181.88.172.158           0    100      0 ?

*>i  10.122.54.144/29 190.225.250.51           0    100      0 ?

*>i  10.122.54.200/29 181.88.172.183           0    100      0 ?

*>i  10.122.54.216/29 181.88.172.189           0    100      0 ?

*>i  10.122.54.224/29 181.88.172.158           0    100      0 ?

*>i  10.122.54.232/29 181.88.172.158           0    100      0 ?

*>i  10.122.54.240/29 190.225.250.50           0    100      0 ?

*>i  10.122.54.248/30 181.88.172.183           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.55.0/28   181.88.172.132           0    100      0 ?

*>i  10.122.55.8/29   186.153.154.182          0    100      0 ?

*>i  10.122.55.24/29  181.88.172.183           0    100      0 ?

*>i  10.122.55.40/29  181.89.6.35              0    100      0 ?

*>i  10.122.55.88/29  181.88.172.132           0    100      0 ?

*>i  10.122.55.104/29 181.88.172.183           0    100      0 ?

*>i  10.122.55.136/29 181.88.172.183           0    100      0 ?

*>i  10.122.55.144/29 181.88.172.199           0    100      0 ?

*>i  10.122.55.176/29 181.88.172.134           0    100      0 ?

*>i  10.122.55.184/29 181.88.172.134           0    100      0 ?

*>i  10.122.55.224/29 181.88.172.181           0    100      0 ?

*>i  10.122.56.0/27   181.88.172.183           0    100      0 ?

*>i  10.122.56.32/27  181.88.172.181           0    100      0 ?

*>i  10.122.56.192/27 181.88.172.189           0    100      0 ?

*>i  10.122.56.224/27 186.153.154.16                100      0 i

*>i  10.122.57.32/29  181.88.172.183           0    100      0 ?

*>i  10.122.57.40/29  181.88.172.183           0    100      0 ?

*>i  10.122.57.80/29  181.89.6.73              0    100      0 ?

*>i  10.122.57.88/29  181.89.6.73              0    100      0 ?

*    10.122.57.128/29 10.100.0.4                             0 10481 i

*>                    10.100.0.4                             0 10481 i

*>i  10.122.57.136/29 181.88.172.220           0    100      0 ?

*    10.122.57.144/29 10.100.0.4                             0 10481 i

*>                    10.100.0.4                             0 10481 i

*    10.122.57.168/29 10.100.0.42                            0 10481 i

*>                    10.100.0.42                            0 10481 i
